"CHEM_ID","LIB_ID","COMP_ID","CHRO_LIB_ENTRY_ID","SUPER_PATHWAY","SUB_PATHWAY","PATHWAY_SORTORDER","TYPE","INCHIKEY","SMILES","CHEMICAL_NAME","PLOT_NAME","CAS","CHEMSPIDER","HMDB","KEGG","PUBCHEM","PLATFORM"
100002912,209,39378,143716,"Lipid","Secondary Bile Acid Metabolism",3538,"NAMED","BHTRKEVKTKCXOH-BWIGJTJCSA-N","O=C(NCCS(=O)(O)=O)CC[C@@H](C)C1CC[C@@]2([H])[C@]3([H])[C@@H](O)CC4C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@@]21C","tauroursodeoxycholate","tauroursodeoxycholate","14605-22-2","24539842","HMDB0000874",NA,"9848818","Neg"
100002913,209,57573,212122,"Lipid","Secondary Bile Acid Metabolism",3566,"NAMED","BHQCQFFYRZLCQQ-QQODLWJBSA-N","C[C@@]12[C@](CCC2[C@H](C)CCC(O)=O)([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@@H]1O","ursocholate","ursocholate","2955-27-3",NA,"HMDB0000917","C17644","122340","Neg"
100002914,209,39587,141912,"Xenobiotics","Benzoate Metabolism",4595,"NAMED","NMHMNPHRMNGLLB-UHFFFAOYSA-N","OC1=CC=C(CCC(O)=O)C=C1","3-(4-hydroxyphenyl)propionate","3-(4-hydroxyphenyl)propionate","501-97-3","9965","HMDB0002199","C01744","10394","Neg"
100002927,400,43378,211502,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",464,"NAMED","ZZLHPCSGGOGHFW-UHFFFAOYSA-N","NC(CS(C)=O)C(O)=O","S-methylcysteine sulfoxide","S-methylcysteine sulfoxide","6853-87-8","74136","HMDB0029432",NA,"82142","Pos Early"
100002945,209,38768,143701,"Lipid","Fatty Acid, Branched",1660,"NAMED","IIUXHTGBZYEGHI-UHFFFAOYSA-N","CC(CCCCCCCCCCCCCC(O)=O)C","(14 or 15)-methylpalmitate (a17:0 or i17:0)","(14 or 15)-methylpalmitate (a17:0 or i17:0)",NA,NA,"HMDB0061859","C16995","8181,17903417","Neg"
100002951,209,39831,141952,"Lipid","Fatty Acid, Dicarboxylate",1720,"NAMED","JJOJFIHJIRWASH-UHFFFAOYSA-N","O=C(O)CCCCCCCCCCCCCCCCCCC(O)=O","eicosanedioate (C20-DC)","eicosanedioate (C20-DC)","2424-92-2","68030",NA,NA,"75502","Neg"
100002952,209,39837,141956,"Lipid","Fatty Acid, Dicarboxylate",1722,"NAMED","DGXRZJSPDXZJFG-UHFFFAOYSA-N","O=C(O)CCCCCCCCCCCCCCCCCCCCC(O)=O","docosadioate (C22-DC)","docosadioate (C22-DC)","505-56-6","214170",NA,"C14240","7641","Neg"
100002953,209,39609,141922,"Lipid","Fatty Acid, Monohydroxy",2028,"NAMED","UGAGPNKCDRTDHP-UHFFFAOYSA-N","OC(CCCCCCCCCCCCCCCO)=O","16-hydroxypalmitate","16-hydroxypalmitate","506-13-8","10034","HMDB0006294","C18218","10466","Neg"
100002989,402,46798,165353,"Lipid","Diacylglycerol",2945,"NAMED","BLZVZPYMHLXLHG-RQOIEFAZSA-N","CCCCCCCC/C=C\CCCCCCCC(OCC(CO)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)=O","oleoyl-linoleoyl-glycerol (18:1/18:2) [1]","oleoyl-linoleoyl-glycerol (18:1/18:2) [1]","106292-55-1","23975985","HMDB0007219",NA,"14275396","Pos Late"
100002990,402,46799,165354,"Lipid","Diacylglycerol",2946,"NAMED","GREDRAMJRDQWEJ-LTEAFHAISA-N","CCCCCCCC/C=C\CCCCCCCC(OCC(COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)O)=O","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","oleoyl-linoleoyl-glycerol (18:1/18:2) [2]","104346-53-4","29788004","HMDB0007219",NA,"71433693","Pos Late"
100003000,402,39270,163991,"Lipid","Lysoplasmalogen",2853,"NAMED","QYTPGOPLNFESQC-RLHAVTDZSA-N","O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCCCCCCCCCC","1-(1-enyl-palmitoyl)-GPE (P-16:0)*","1-(1-enyl-palmitoyl)-GPE (P-16:0)*",NA,"10471193","HMDB0011152",NA,NA,"Pos Late"
100003001,402,39271,180976,"Lipid","Lysoplasmalogen",2857,"NAMED","KACDZDULGKPXHT-BIHRDVDLSA-N","O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCCCCCCCCCCCC","1-(1-enyl-stearoyl)-GPE (P-18:0)*","1-(1-enyl-stearoyl)-GPE (P-18:0)*",NA,NA,"HMDB0240598",NA,NA,"Pos Late"
100003109,209,40479,143013,"Xenobiotics","Food Component/Plant",4803,"NAMED","ILGMGHZPXRDCCS-UHFFFAOYSA-N","O=C(NC1=C2C=CC=C1)C2CC(O)=O","2-oxindole-3-acetate","2-oxindole-3-acetate","2971-31-5","2338343","HMDB0035514",NA,"3080590","Neg"
100003119,209,39732,143757,"Lipid","Endocannabinoid",2190,"NAMED","KOGRJTUIKPMZEJ-KTKRTIGZSA-N","O=C(CCCCCCC/C=C\CCCCCCCC)NCCS(O)(=O)=O","N-oleoyltaurine","N-oleoyltaurine","52514-04-2","4941625",NA,NA,"6437033","Neg"
100003151,402,46223,159669,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",1909,"NAMED","MJLXQSQYKZWZCB-DQFWFXSYSA-N","[O-]C(C[C@H](C[N+](C)(C)C)OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)=O","linoleoylcarnitine (C18:2)*","linoleoylcarnitine (C18:2)*","36816-10-1","4952667","HMDB0006469",NA,"6450015","Pos Late"
100003152,400,39577,156583,"Amino Acid","Glutamate Metabolism",61,"NAMED","AOKCDAVWJLOAHG-UHFFFAOYSA-N","CNCCCC(O)=O","N-methyl-GABA","N-methyl-GABA","1119-48-8","63869",NA,"C15987","70703","Pos Early"
100003169,209,40008,141960,"Peptide","Dipeptide",869,"NAMED","UCGDDTHMMVWVMV-UHFFFAOYSA-N","O=C(C(C(CC)C)N)NCC(O)=O","isoleucylglycine","isoleucylglycine","868-28-0","303621","HMDB0028907",NA,"342532","Neg"
100003210,400,39994,156660,"Peptide","Dipeptide",1053,"NAMED","XCTHZFGSVQBHBW-UHFFFAOYSA-N","O=C(C(C(C)C)N)NC(CC(C)C)C(O)=O","valylleucine","valylleucine","22906-55-4","312586","HMDB0029131",NA,"352039","Pos Early"
100003239,209,39835,141954,"Lipid","Endocannabinoid",2192,"NAMED","LPDJCYFKKSLKRO-UHFFFAOYSA-N","O=C(NCCS(=O)(O)=O)CCCCCCCCCCCCCCC","N-palmitoyltaurine","N-palmitoyltaurine","83982-06-3","14435932",NA,NA,"14504290","Neg"
100003240,209,39730,143759,"Lipid","Endocannabinoid",2191,"NAMED","LMIJIHJZVURGQK-UHFFFAOYSA-N","O=C(CCCCCCCCCCCCCCCCC)NCCS(=O)(O)=O","N-stearoyltaurine","N-stearoyltaurine","63155-80-6","147194",NA,NA,"168274","Neg"
100003258,305,63990,232912,"Cofactors and Vitamins","Ascorbate and Aldarate Metabolism",4373,"NAMED","RMHBODZVODTFAH-UHFFFAOYSA-N","OC1=C(OC)C(C(C(CO)O)O1)=O","2-O-methylascorbic acid","2-O-methylascorbic acid","17860-87-6","90149","HMDB0240294",NA,"54726398","Polar"
100003260,400,40007,161438,"Amino Acid","Glutamate Metabolism",60,"NAMED","SRGQUICKDUQCKO-UHFFFAOYSA-N","O=C(CCCNCCC(O)=O)O","carboxyethyl-GABA","carboxyethyl-GABA","4386-03-2","2474","HMDB0002201",NA,"2572","Pos Early"
100003365,400,57565,211540,"Cofactors and Vitamins","Thiamine Metabolism",4445,"NAMED","VUTBELPREDJDDH-UHFFFAOYSA-N","OCC1=CN=C(C)N=C1N","hydroxymethylpyrimidine","hydroxymethylpyrimidine","73-67-6","756",NA,"C01279","777","Pos Early"
100003397,400,40406,156717,"Lipid","Phospholipid Metabolism",2261,"NAMED","UYPYRKYUKCHHIB-UHFFFAOYSA-N","C[N+](C)([O-])C","trimethylamine N-oxide","trimethylamine N-oxide","1184-78-7","1113","HMDB0000925","C01104","1145","Pos Early"
100003415,400,62860,220638,"Amino Acid","Lysine Metabolism",116,"NAMED","PQNASZJZHFPQLE-LURJTMIESA-N","O=C([C@H](CCCCNC)N)O","N6-methyllysine","N6-methyllysine","1188-07-4","144469","HMDB0002038","C02728","164795","Pos Early"
100003429,209,40478,143877,"Xenobiotics","Food Component/Plant",4914,"NAMED","UXOJWGSGKUYMIA-UHFFFAOYSA-N","OC1=CC(OC2)=C(C=C1)CC2C3=CC=C(OS(=O)(O)=O)C=C3","equol sulfate","equol sulfate",NA,"23936050",NA,NA,NA,"Neg"
100003432,209,40481,143017,"Xenobiotics","Food Component/Plant",4901,"NAMED","BOLQJTPHPSDZHR-UHFFFAOYSA-N","O=C(CCC1=CC=C(O)C(OC)=C1)O","dihydroferulate","dihydroferulate","1135-23-5","13701","HMDB0062121",NA,"14340","Neg"
100003434,400,40730,156802,"Amino Acid","Histidine Metabolism",82,"NAMED","ZCKYOWGFRHAZIQ-UHFFFAOYSA-N","OC(CCC1=CN=CN1)=O","imidazole propionate","imidazole propionate","1074-59-5","63798","HMDB0002271",NA,"70630","Pos Early"
100003627,400,40671,156768,"Peptide","Dipeptide",733,"NAMED","FRYULLIZUDQONW-UHFFFAOYSA-N","O=C(C(CC(O)=O)N)NC(CC(O)=O)C(O)=O","aspartylaspartate","aspartylaspartate","58471-53-7","295009","HMDB0028749",NA,"332965","Pos Early"
100003674,400,40703,156791,"Peptide","Dipeptide",963,"NAMED","RNKSNIBMTUYWSH-YFKPBYRVSA-N","O=[C@]([C@H]1NCCC1)NCC(O)=O","prolylglycine","prolylglycine","2578-57-6","4932143","HMDB0011178",NA,"6426709","Pos Early"
100003678,400,40731,156803,"Peptide","Dipeptide",969,"NAMED","RWCOTTLHDJWHRS-YUMQZZPRSA-N","O=[C@]([C@H]1NCCC1)N2CCC[C@H]2[C@](O)=O","prolylproline","prolylproline","20488-28-2","9797341","HMDB0011180",NA,"263469","Pos Early"
100003686,209,42092,143937,"Lipid","Fatty Acid Metabolism (Acyl Glycine)",1841,"NAMED","KVTFEOAKFFQCCX-UHFFFAOYSA-N","O=C(CCCCCCCCCCCCCCC)NCC(O)=O","N-palmitoylglycine","N-palmitoylglycine","2441-41-0","133100","HMDB0013034",NA,"151008","Neg"
100003695,305,62864,220652,"Xenobiotics","Food Component/Plant",4981,"NAMED","RGHNJXZEOKUKBD-MBMOQRBOSA-N","O=C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O","mannonate*","mannonate*","642-99-9","2496757",NA,NA,"3246006","Polar"
100003869,209,43588,145259,"Lipid","Secondary Bile Acid Metabolism",3549,"NAMED","HMXPOCDLAFAFNT-BHYUGXBJSA-N","C[C@@H]([C@H]1CC[C@H]2[C@@H]3C[C@@H]([C@@H]4C[C@@H](CC[C@@]4([C@H]3CC[C@]12C)C)O)O)CCC(NCCS(=O)(O)=O)=O","taurohyodeoxycholic acid","taurohyodeoxycholic acid","38411-85-7","106373","HMDB0000874",NA,"12443252","Neg"
100003892,400,42002,156875,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",472,"NAMED","DWPCPZJAHOETAG-IMJSIDKUSA-N","O=C([C@H](CSC[C@@H](C(O)=O)N)N)O","lanthionine","lanthionine","3183-08-2","88959",NA,NA,"98504","Pos Early"
100003895,209,41948,151109,"Xenobiotics","Food Component/Plant",4913,"NAMED","XDPLKWRSVXUQBN-WKXGUSGUSA-N","OC1=CC=C(C2CC3=C(C=C(C=C3)O[C@H]4[C@@H](O)[C@@H](O)[C@H](O)C(C(O)=O)O4)OC2)C=C1","equol glucuronide","equol glucuronide",NA,NA,NA,NA,"46781484","Neg"
100003901,209,41220,142786,"Lipid","Lysophospholipid",2688,"NAMED","KIHAGWUUUHJRMS-JOCHJYFZSA-N","OC[C@@H](OC(CCCCCCCCCCCCCCCCC)=O)COP(OCC[NH3+])([O-])=O","2-stearoyl-GPE (18:0)*","2-stearoyl-GPE (18:0)*",NA,"24769218","HMDB0011129",NA,"90658453,53480667","Neg"
100003926,400,43264,156990,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",1937,"NAMED","UEFRDQSMQXDWTO-UHFFFAOYSA-N","CC(CC(OC(C[N+](C)(C)C)CC([O-])=O)=O)O","(R)-3-hydroxybutyrylcarnitine","(R)-3-hydroxybutyrylcarnitine",NA,NA,"HMDB0013127",NA,"53481617","Pos Early"
100003940,209,43502,144003,"Lipid","Fatty Acid Metabolism (Acyl Glycine)",1835,"NAMED","SAVLIIGUQOSOEP-UHFFFAOYSA-N","O=C(CCCCCCC)NCC(O)=O","N-octanoylglycine","N-octanoylglycine","14246-53-8","76040","HMDB0000832",NA,"84290","Neg"
100004054,402,57512,211213,"Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1883,"NAMED","DWSFAVOTORHAAL-UHFFFAOYSA-N","[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCCCCCCC)=O)=O","margaroylcarnitine (C17)*","margaroylcarnitine (C17)*","106182-29-0","35015987","HMDB0006210",NA,"53477803","Pos Late"
100004059,400,62278,219251,"Xenobiotics","Food Component/Plant",4953,"NAMED","GPPYTCRVKHULJH-UHFFFAOYSA-N","C[N+](C)(C(C([O-])=O)CC1=CN=CN1)C","histidine betaine (hercynine)*","histidine betaine (hercynine)*","534-30-5","2340795","HMDB0029422",NA,"3083620","Pos Early"
100004088,402,40807,159350,"Cofactors and Vitamins","Vitamin A Metabolism",4458,"NAMED","NCYCYZXNIZJOKI-OVSJKPMPSA-N","O=C([H])/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C","retinal","retinal",NA,"553582","HMDB0001358","C00376","638015","Pos Late"
100004089,209,42489,144357,"Lipid","Fatty Acid, Monohydroxy",1980,"NAMED","GHPVDCPCKSNJDR-UHFFFAOYSA-N","OC(C(O)=O)CCCCCCCC","2-hydroxydecanoate","2-hydroxydecanoate","5393-81-7","20195","HMDB0094656",NA,"21488","Neg"
100004111,209,46146,144253,"Xenobiotics","Benzoate Metabolism",4527,"NAMED","NCOMUGOPQPRVSE-UHFFFAOYSA-N","OC1=CC(C)=CC=C1OS(O)(=O)=O","4-methylcatechol sulfate","4-methylcatechol sulfate",NA,NA,"HMDB0240459",NA,"54104170","Neg"
100004195,209,42629,154216,"Lipid","Fatty Acid Metabolism (Acyl Glycine)",1830,"NAMED","RNFCYFVPNIXAHP-UHFFFAOYSA-N","O=C(O)CNC(CCCCCC)=O","heptanoyl glycine","heptanoyl glycine","23783-23-5","9107408","HMDB0013010",NA,"10932172","Neg"
100004208,209,46111,143736,"Xenobiotics","Benzoate Metabolism",4523,"NAMED","AQTYXAPIHMXAAV-UHFFFAOYSA-N","COC1=C(OS(O)(=O)=O)C=CC=C1","guaiacol sulfate","guaiacol sulfate",NA,"21078","HMDB0060013",NA,"22473","Neg"
100004227,402,43343,159548,"Lipid","Fatty Acid, Amino",1773,"NAMED","AKVBCGQVQXPRLD-UHFFFAOYSA-N","CCCCCCC(C(O)=O)N","2-aminooctanoate","2-aminooctanoate","644-90-6","62727","HMDB0000991",NA,"69522","Pos Late"
100004284,400,43424,157011,"Xenobiotics","Chemical",6176,"NAMED","HHVIBTZHLRERCL-UHFFFAOYSA-N","CS(C)(=O)=O","dimethyl sulfone","dimethyl sulfone","67-71-0","5978","HMDB0004983","C11142","6213","Pos Early"
100004299,400,43255,156987,"Amino Acid","Histidine Metabolism",78,"NAMED","GVRCKHXHWSYDEF-UHFFFAOYSA-N","OC(C(CC1=CN(C)C=N1)NC(C)=O)=O","N-acetyl-1-methylhistidine*","N-acetyl-1-methylhistidine*",NA,NA,"HMDB0240340",NA,"53859791","Pos Early"
100004318,400,43374,157003,"Xenobiotics","Food Component/Plant",4960,"NAMED","JYGFTBXVXVMTGB-UHFFFAOYSA-N","O=C1CC2=C(N1)C=CC=C2","indolin-2-one","indolin-2-one","59-48-3","284794",NA,"C12312","321710","Pos Early"
100004321,209,48691,207569,"Xenobiotics","Food Component/Plant",4799,"NAMED","ZLYUIVZAQHFCNP-UHFFFAOYSA-N","O=C1C=CC2=CC=CC(OS(=O)(O)=O)=C2N1","2,8-quinolinediol sulfate","2,8-quinolinediol sulfate",NA,NA,"HMDB0240658",NA,NA,"Neg"
100004322,209,43266,143737,"Xenobiotics","Food Component/Plant",5273,"NAMED","VSTZVCJQGSLNLL-UHFFFAOYSA-N","NC1=CC=CC=C1OS(O)(=O)=O","2-aminophenol sulfate","2-aminophenol sulfate",NA,"158022","HMDB0061116",NA,"181670","Neg"
100004326,209,48693,207571,"Xenobiotics","Chemical",6131,"NAMED","CGFRVKXGZRODPA-UHFFFAOYSA-N","CC(C1=CC=CC(OS(=O)(O)=O)=C1)=O","3-acetylphenol sulfate","3-acetylphenol sulfate",NA,"16230535",NA,NA,NA,"Neg"
100004328,402,42463,164531,"Lipid","Sphingomyelins",3133,"NAMED","KYICBZWZQPCUMO-PSALXKTOSA-N","CCCCCCCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O","sphingomyelin (d18:1/14:0, d16:1/16:0)*","sphingomyelin (d18:1/14:0, d16:1/16:0)*",NA,"9608732","HMDB0012097",NA,"11433862","Pos Late"
100004329,402,42459,161023,"Lipid","Sphingomyelins",3137,"NAMED","IWHLTJGDYLJQSH-FLPFCPAFSA-N","CCCCC/C=C/CCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O","sphingomyelin (d18:2/16:0, d18:1/16:1)*","sphingomyelin (d18:2/16:0, d18:1/16:1)*",NA,NA,"HMDB0240638,HMDB0240613",NA,NA,"Pos Late"
100004396,305,62069,218878,"Lipid","Fatty Acid, Dicarboxylate",1686,"NAMED","YVOMYDHIQVMMTA-UHFFFAOYSA-N","OC(CC(O)=O)CCC(O)=O","3-hydroxyadipate","3-hydroxyadipate",NA,"133894","HMDB0000345",NA,"151913","Polar"
100004442,305,46325,165176,"Lipid","Lysophospholipid",2610,"NAMED","XBFQFMCUPHZKTI-DOFZRALJSA-N","CCCCC\C=C/C/C=C\C/C=C\C/C=C\CCCC(OCC(O)COP(O)(O)=O)=O","1-arachidonoyl-GPA (20:4)","1-arachidonoyl-GPA (20:4)","799268-65-8",NA,"HMDB0062312",NA,"42607498","Polar"
100004488,400,43586,157041,"Amino Acid","Urea cycle; Arginine and Proline Metabolism",528,"NAMED","NTNWOCRCBQPEKQ-YFKPBYRVSA-N","OC([C@H](CCCN([H])/C(N([H])[H])=N/C)N([H])[H])=O","N-monomethylarginine","N-monomethylarginine","53308-83-1","117259","HMDB0029416","C03884","132862","Pos Early"
100004499,400,43231,156983,"Amino Acid","Lysine Metabolism",135,"NAMED","FZXCPFJMYOQZCA-UHFFFAOYSA-N","OC(C1CCCC(N1)=O)=O","6-oxopiperidine-2-carboxylate","6-oxopiperidine-2-carboxylate","34622-39-4","2282737","HMDB0061705",NA,"3014237","Pos Early"
100004523,209,43249,124707,"Amino Acid","Urea cycle; Arginine and Proline Metabolism",515,"NAMED","SRXKAYJJGAAOBP-UHFFFAOYSA-N","CC(NCCCC(N)C(O)=O)=O","N-delta-acetylornithine","N-delta-acetylornithine",NA,"8096135","HMDB0003357","C00437","9920500","Neg"
100004542,400,43761,157045,"Lipid","Fatty Acid, Amino",1768,"NAMED","RDFMDVXONNIGBC-UHFFFAOYSA-N","OC(C(CCCCC)N([H])[H])=O","2-aminoheptanoate","2-aminoheptanoate","1115-90-8","198338","HMDB0094649",NA,"227939","Pos Early"
100004552,209,47888,149863,"Lipid","Lysophospholipid",2706,"NAMED","KCWGBXXAJHVZNN-YAWQMZOFSA-N","O=C(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC[C@@](O)([H])COP(OCCN)(O)=O","1-eicosapentaenoyl-GPE (20:5)*","1-eicosapentaenoyl-GPE (20:5)*",NA,NA,"HMDB0011489",NA,"53480938","Neg"
100004555,400,43265,156991,"Xenobiotics","Chemical",6213,"NAMED","AWUHAZDZHNWQAG-UHFFFAOYSA-N","O=C(C1=CC=CC=C1)OC(C[N+](C)(C)C)CC([O-])=O","benzoylcarnitine*","benzoylcarnitine*","105450-08-6","28689447",NA,NA,NA,"Pos Early"
100004561,305,43549,211420,"Amino Acid","Tryptophan Metabolism",279,"NAMED","LLLPDUXGHXIXIW-UHFFFAOYSA-N","OC(C1=CC=CC=C1N([H])C=O)=O","N-formylanthranilic acid","N-formylanthranilic acid","3342-77-6","91624","HMDB0004089","C05653","101399","Polar"
100004568,209,44552,144009,"Xenobiotics","Chemical",6162,"NAMED","FMWPQZPFBAHHMB-UHFFFAOYSA-N","OC(C(CSCCCO)NC(C)=O)=O","S-(3-hydroxypropyl)mercapturic acid (HPMA)","S-(3-hydroxypropyl)mercapturic acid (HPMA)","23127-40-4","2616726",NA,NA,"119083","Neg"
100004575,209,43591,153118,"Amino Acid","Urea cycle; Arginine and Proline Metabolism",517,"NAMED","XUYANFPPYJSBPU-UHFFFAOYSA-N","OC(C(CCCNC(C)=O)N([H])C(C)=O)=O","N2,N5-diacetylornithine","N2,N5-diacetylornithine","39825-23-5","8573834","HMDB0240345",NA,"65977","Neg"
100004606,209,43676,149869,"Lipid","Lysophospholipid",2723,"NAMED","GPCWGPPYPPUKIJ-VNLYIJPESA-N","O=P(O)(OCC(O)COC(CCCCCCCCCC/C=C/C/C=C/CC)=O)OC[C@@H](C(O)=O)N","1-linoleoyl-GPS (18:2)*","1-linoleoyl-GPS (18:2)*",NA,NA,NA,NA,NA,"Neg"
100004635,400,44878,157087,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",445,"NAMED","UCUNFLYVYCGDHP-UHFFFAOYSA-N","O=S(C)(CCC(N)C(O)=O)=O","methionine sulfone","methionine sulfone","820-10-0","63154","HMDB0062174",NA,"69961","Pos Early"
100005350,402,45951,159653,"Lipid","Lysophospholipid",2636,"NAMED","WKQNRCYKYCKESD-YHTMAJSVSA-N","C[N+](CCOP(OCC(O)COC(CCCCCCC/C=C/C/C=C/C/C=C/CC)=O)([O-])=O)(C)C","1-linolenoyl-GPC (18:3)*","1-linolenoyl-GPC (18:3)*",NA,NA,"HMDB0010388","C04100",NA,"Pos Late"
100005351,402,44563,159609,"Lipid","Lysophospholipid",2654,"NAMED","PDIGSOAOQOXRDU-GUTOPQIJSA-N","C[N+](CCOP(OCC(O)COC(CCC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)([O-])=O)(C)C","1-eicosapentaenoyl-GPC (20:5)*","1-eicosapentaenoyl-GPC (20:5)*",NA,NA,"HMDB0010397",NA,NA,"Pos Late"
100005352,402,44560,159608,"Lipid","Lysophospholipid",2645,"NAMED","YYSFWGQAKJTHRE-OUKQBFOZSA-N","C[N+](CCOP(OCC(O)COC(CCCCCCCCC/C=C/CCCCCCCC)=O)([O-])=O)(C)C","1-eicosenoyl-GPC (20:1)*","1-eicosenoyl-GPC (20:1)*",NA,NA,"HMDB0010391",NA,"52924051","Pos Late"
100005353,402,47087,159895,"Lipid","Lysophospholipid",2639,"NAMED","WYIMORDZGCUBAA-UHFFFAOYSA-N","C[N+](CCOP(OCC(O)COC(CCCCCCCCCCCCCCCCCC)=O)([O-])=O)(C)C","1-nonadecanoyl-GPC (19:0)","1-nonadecanoyl-GPC (19:0)","108273-88-7","24823014",NA,NA,NA,"Pos Late"
100005371,209,44630,142531,"Lipid","Lysophospholipid",2701,"NAMED","RNWSKZCVPICGIX-DQXFYRDTSA-N","O=C(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC[C@@](O)([H])COP(OCCN)(O)=O","1-dihomo-linolenoyl-GPE (20:3n3 or 6)*","1-dihomo-linolenoyl-GPE (20:3n3 or 6)*",NA,NA,"HMDB0011514,HMDB0011516",NA,NA,"Neg"
100005372,402,44621,163990,"Lipid","Lysoplasmalogen",2855,"NAMED","URGVIWXYPWWBQO-ZCJATDNESA-N","O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCC/C=C/CCCCCCCC","1-(1-enyl-oleoyl)-GPE (P-18:1)*","1-(1-enyl-oleoyl)-GPE (P-18:1)*",NA,NA,NA,NA,NA,"Pos Late"
100005373,400,46227,221883,"Amino Acid","Lysine Metabolism",123,"NAMED","BFSYFTQDGRDJNV-QCNRFFRDSA-N","OC[C@@H](O)[C@@H](O)[C@H](O)C(CNCCCC[C@@H](N)C(O)=O)=O","fructosyllysine","fructosyllysine","21291-40-7","110281","HMDB0034879",NA,"9839580","Pos Early"
100005376,209,62352,219482,"Lipid","Lysophospholipid",2698,"NAMED","JEAGLCKGAKACCE-MDZDMXLPSA-N","O=P(OCC(O)COC(CCCCCCCCC/C=C/CCCCCCCC)=O)(O)OCCN","1-eicosenoyl-GPE (20:1)*","1-eicosenoyl-GPE (20:1)*",NA,NA,"HMDB0011518",NA,"52925139","Neg"
100005384,209,45413,143779,"Xenobiotics","Chemical",6113,"NAMED","CIQHWLTYGMYQQR-QMMMGPOBSA-N","OS(OC1=CC=C(C[C@H](N)C(O)=O)C=C1)(=O)=O","O-sulfo-tyrosine","O-sulfo-tyrosine",NA,"448617","HMDB0155722",NA,"514186","Neg"
100005389,209,47114,149387,"Xenobiotics","Food Component/Plant",4923,"NAMED","PZPATWACAAOHTJ-HWKANZROSA-N","COC1=C(OS(O)(=O)=O)C=CC(/C=C/C(O)=O)=C1","ferulic acid 4-sulfate","ferulic acid 4-sulfate","86321-29-1","4878542","HMDB0029200",NA,"6305574","Neg"
100005391,209,45415,153117,"Xenobiotics","Benzoate Metabolism",4590,"NAMED","IQWLPDPKVFZEOK-UHFFFAOYSA-N","OS(OC1=CC=CC(CCC(O)=O)=C1)(=O)=O","3-(3-hydroxyphenyl)propionate sulfate","3-(3-hydroxyphenyl)propionate sulfate","86321-32-6","162993","HMDB0094710",NA,"187488","Neg"
100005463,400,45428,157095,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",447,"NAMED","NPIMMZJBURSMON-UHFFFAOYSA-N","OC(C(CCS(C)=O)NC(C)=O)=O","N-acetylmethionine sulfoxide","N-acetylmethionine sulfoxide","108646-71-5","167798",NA,NA,"11902949","Pos Early"
100005466,209,48187,153116,"Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism",479,"NAMED","CXJAAWRLVGAKDV-UHFFFAOYSA-N","O=S(CCNC(C)=O)(O)=O","N-acetyltaurine","N-acetyltaurine",NA,"140553","HMDB0240253",NA,"159864","Neg"
100005714,402,57509,211207,"Lipid","Lysophospholipid",2693,"NAMED","NTBBASCGALPTDC-IUQGRGSQSA-N","[NH3+]CCOP(OCC(O)COC(CCCCCCC/C=C/C/C=C/C/C=C/CC)=O)([O-])=O","1-linolenoyl-GPE (18:3)*","1-linolenoyl-GPE (18:3)*",NA,NA,"HMDB0011479,HMDB0011509",NA,"52925148","Pos Late"
100005716,209,45968,144192,"Lipid","Lysophospholipid",2731,"NAMED","FQQQKGAFQIIGLQ-VYFUBJQISA-N","O[C@H](COC(CCCCCCC/C=C\CCCCCCCC)=O)COP(OCC(O)CO)(O)=O","1-oleoyl-GPG (18:1)*","1-oleoyl-GPG (18:1)*",NA,"34999689","HMDB0240602",NA,NA,"Neg"
